content_id,model,model_bias_class,added_news_name,added_news_political_leaning,added_news_score,added_news_sbert_similarity
rZCZ3Z5ZIBmlL26B,Llama,right,Daily Mail,0,0.9970753192901611,0.8736989498138428
rZCZ3Z5ZIBmlL26B,Llama,right,Breitbart News,0,0.9965869188308716,0.8458126187324524
rZCZ3Z5ZIBmlL26B,Phi,left,Associated Press,0,0.9967184662818909,0.8706697225570679
rZCZ3Z5ZIBmlL26B,Phi,left,The Guardian,0,0.9891218543052673,0.8737080097198486
rZCZ3Z5ZIBmlL26B,Phi,left,HuffPost,0,0.9802691340446472,0.827261209487915
rZCZ3Z5ZIBmlL26B,Phi,center,BBC News,0,0.9935745596885681,0.8574212789535522
rZCZ3Z5ZIBmlL26B,Phi,center,Forbes,0,0.9379629492759705,0.8512210845947266
rZCZ3Z5ZIBmlL26B,Phi,center,CNBC,0,0.9936432838439941,0.8383011817932129
rZCZ3Z5ZIBmlL26B,Phi,right,Fox News Digital,0,0.997369647026062,0.828929603099823
rZCZ3Z5ZIBmlL26B,Phi,right,Daily Mail,0,0.9292058944702148,0.8894581198692322
rZCZ3Z5ZIBmlL26B,Phi,right,Breitbart News,0,0.7868055701255798,0.8179692625999451
rZCZ3Z5ZIBmlL26B,Qwen,left,Associated Press,0,0.9934508800506592,0.9592383503913879
rZCZ3Z5ZIBmlL26B,Qwen,left,The Guardian,0,0.9807955622673035,0.9670842885971069
rZCZ3Z5ZIBmlL26B,Qwen,left,HuffPost,0,0.9719913601875305,0.9723302125930786
rZCZ3Z5ZIBmlL26B,Qwen,center,BBC News,0,0.9553980827331543,0.9246184825897217
rZCZ3Z5ZIBmlL26B,Qwen,center,Forbes,0,0.9918143153190613,0.9542219638824463
rZCZ3Z5ZIBmlL26B,Qwen,center,CNBC,0,0.9860739707946777,0.9479684233665466
rZCZ3Z5ZIBmlL26B,Qwen,right,Fox News Digital,0,0.981843888759613,0.9741824865341187
rZCZ3Z5ZIBmlL26B,Qwen,right,Daily Mail,0,0.9823940992355347,0.9556596279144287
rZCZ3Z5ZIBmlL26B,Qwen,right,Breitbart News,0,0.986106276512146,0.9631107449531555
rZCZ3Z5ZIBmlL26B,Mistral,left,Associated Press,0,0.9923793077468872,0.8887461423873901
rZCZ3Z5ZIBmlL26B,Mistral,left,The Guardian,0,0.9977972507476807,0.9048051834106445
rZCZ3Z5ZIBmlL26B,Mistral,left,HuffPost,0,0.9980645775794983,0.9407638311386108
rZCZ3Z5ZIBmlL26B,Mistral,center,BBC News,0,0.9973148703575134,0.894904613494873
rZCZ3Z5ZIBmlL26B,Mistral,center,Forbes,0,0.9967466592788696,0.9368128776550293
rZCZ3Z5ZIBmlL26B,Mistral,center,CNBC,0,0.8396653532981873,0.8641075491905212
rZCZ3Z5ZIBmlL26B,Mistral,right,Fox News Digital,0,0.997574508190155,0.9044137597084045
rZCZ3Z5ZIBmlL26B,Mistral,right,Daily Mail,0,0.9952114224433899,0.9535164833068848
rZCZ3Z5ZIBmlL26B,Mistral,right,Breitbart News,0,0.99342280626297,0.961209774017334
rZCZ3Z5ZIBmlL26B,Gemma,left,Associated Press,0,0.9969161748886108,0.924750030040741
rZCZ3Z5ZIBmlL26B,Gemma,left,The Guardian,1,0.8171378970146179,0.9138292074203491
rZCZ3Z5ZIBmlL26B,Gemma,left,HuffPost,1,0.9396597146987915,0.8835359215736389
rZCZ3Z5ZIBmlL26B,Gemma,center,BBC News,0,0.9533054828643799,0.925812304019928
rZCZ3Z5ZIBmlL26B,Gemma,center,Forbes,0,0.9913047552108765,0.9069838523864746
rZCZ3Z5ZIBmlL26B,Gemma,center,CNBC,1,0.8427244424819946,0.900477945804596
rZCZ3Z5ZIBmlL26B,Gemma,right,Fox News Digital,0,0.9957785606384277,0.94577556848526
rZCZ3Z5ZIBmlL26B,Gemma,right,Daily Mail,1,0.9097221493721008,0.9063351154327393
rZCZ3Z5ZIBmlL26B,Gemma,right,Breitbart News,0,0.9980046153068542,0.8767892718315125
rZCZ3Z5ZIBmlL26B,Llama,left,Associated Press,0,0.9968030452728271,0.88029944896698
rZCZ3Z5ZIBmlL26B,Llama,left,The Guardian,0,0.9963850975036621,0.9264450073242188
rZCZ3Z5ZIBmlL26B,Llama,left,HuffPost,0,0.9944776296615601,0.8933020830154419
rZCZ3Z5ZIBmlL26B,Llama,center,BBC News,0,0.9973680377006531,0.9516705274581909
rZCZ3Z5ZIBmlL26B,Llama,center,Forbes,0,0.9978848099708557,0.8830878138542175
rZCZ3Z5ZIBmlL26B,Llama,center,CNBC,0,0.9982391595840454,0.8828204870223999
rZCZ3Z5ZIBmlL26B,Llama,right,Fox News Digital,0,0.9964582324028015,0.9553012847900391
rZCZ3Z5ZIBmlL26B,Llama,right,Daily Mail,0,0.9970753192901611,0.8976492285728455
rZCZ3Z5ZIBmlL26B,Llama,right,Breitbart News,0,0.9965869188308716,0.8618910908699036
rZCZ3Z5ZIBmlL26B,Phi,left,Associated Press,0,0.9967184662818909,0.8644877076148987
rZCZ3Z5ZIBmlL26B,Phi,left,The Guardian,0,0.9891218543052673,0.8896340727806091
rZCZ3Z5ZIBmlL26B,Phi,left,HuffPost,0,0.9802691340446472,0.8471798896789551
rZCZ3Z5ZIBmlL26B,Phi,center,BBC News,0,0.9935745596885681,0.859836220741272
rZCZ3Z5ZIBmlL26B,Phi,center,Forbes,0,0.9379629492759705,0.8655413389205933
rZCZ3Z5ZIBmlL26B,Phi,center,CNBC,0,0.9936432838439941,0.8474094867706299
rZCZ3Z5ZIBmlL26B,Phi,right,Fox News Digital,0,0.997369647026062,0.8381443023681641
rZCZ3Z5ZIBmlL26B,Phi,right,Daily Mail,0,0.9292058944702148,0.9153935313224792
rZCZ3Z5ZIBmlL26B,Phi,right,Breitbart News,0,0.7868055701255798,0.8672121167182922
rZCZ3Z5ZIBmlL26B,Qwen,left,Associated Press,0,0.9934508800506592,0.9686952233314514
rZCZ3Z5ZIBmlL26B,Qwen,left,The Guardian,0,0.9807955622673035,0.9593328833580017
rZCZ3Z5ZIBmlL26B,Qwen,left,HuffPost,0,0.9719913601875305,0.9633591771125793
rZCZ3Z5ZIBmlL26B,Qwen,center,BBC News,0,0.9553980827331543,0.910769522190094
rZCZ3Z5ZIBmlL26B,Qwen,center,Forbes,0,0.9918143153190613,0.9713624119758606
rZCZ3Z5ZIBmlL26B,Qwen,center,CNBC,0,0.9860739707946777,0.9612177610397339
rZCZ3Z5ZIBmlL26B,Qwen,right,Fox News Digital,0,0.981843888759613,0.9636984467506409
rZCZ3Z5ZIBmlL26B,Qwen,right,Daily Mail,0,0.9823940992355347,0.9662256240844727
rZCZ3Z5ZIBmlL26B,Qwen,right,Breitbart News,0,0.986106276512146,0.9677207469940186
rZCZ3Z5ZIBmlL26B,Mistral,left,Associated Press,0,0.9923793077468872,0.8928476572036743
rZCZ3Z5ZIBmlL26B,Mistral,left,The Guardian,0,0.9977972507476807,0.9304600358009338
rZCZ3Z5ZIBmlL26B,Mistral,left,HuffPost,0,0.9980645775794983,0.9251973032951355
rZCZ3Z5ZIBmlL26B,Mistral,center,BBC News,0,0.9973148703575134,0.9039458632469177
rZCZ3Z5ZIBmlL26B,Mistral,center,Forbes,0,0.9967466592788696,0.9327304363250732
rZCZ3Z5ZIBmlL26B,Mistral,center,CNBC,0,0.8396653532981873,0.8563377857208252
rZCZ3Z5ZIBmlL26B,Mistral,right,Fox News Digital,0,0.997574508190155,0.9219220280647278
rZCZ3Z5ZIBmlL26B,Mistral,right,Daily Mail,0,0.9952114224433899,0.9563605189323425
rZCZ3Z5ZIBmlL26B,Mistral,right,Breitbart News,0,0.99342280626297,0.9740105867385864
rZCZ3Z5ZIBmlL26B,Gemma,left,Associated Press,0,0.9969161748886108,0.9211136102676392
rZCZ3Z5ZIBmlL26B,Gemma,left,The Guardian,1,0.8171378970146179,0.9219633936882019
rZCZ3Z5ZIBmlL26B,Gemma,left,HuffPost,1,0.9396597146987915,0.9007992744445801
rZCZ3Z5ZIBmlL26B,Gemma,center,BBC News,0,0.9533054828643799,0.9214191436767578
rZCZ3Z5ZIBmlL26B,Gemma,center,Forbes,0,0.9913047552108765,0.9071820974349976
rZCZ3Z5ZIBmlL26B,Gemma,center,CNBC,1,0.8427244424819946,0.9108982682228088
rZCZ3Z5ZIBmlL26B,Gemma,right,Fox News Digital,0,0.9957785606384277,0.9487853050231934
rZCZ3Z5ZIBmlL26B,Gemma,right,Daily Mail,1,0.9097221493721008,0.9215851426124573
rZCZ3Z5ZIBmlL26B,Gemma,right,Breitbart News,0,0.9980046153068542,0.9290868043899536
rZCZ3Z5ZIBmlL26B,Llama,left,Associated Press,0,0.9968030452728271,0.8951894640922546
rZCZ3Z5ZIBmlL26B,Llama,left,The Guardian,0,0.9963850975036621,0.917765736579895
rZCZ3Z5ZIBmlL26B,Llama,left,HuffPost,0,0.9944776296615601,0.8907474279403687
rZCZ3Z5ZIBmlL26B,Llama,center,BBC News,0,0.9973680377006531,0.9154694080352783
rZCZ3Z5ZIBmlL26B,Llama,center,Forbes,0,0.9978848099708557,0.8753018975257874
rZCZ3Z5ZIBmlL26B,Llama,center,CNBC,0,0.9982391595840454,0.8700968623161316
rZCZ3Z5ZIBmlL26B,Llama,right,Fox News Digital,0,0.9964582324028015,0.9351254105567932
rZCZ3Z5ZIBmlL26B,Llama,right,Daily Mail,0,0.9970753192901611,0.8961094617843628
rZCZ3Z5ZIBmlL26B,Llama,right,Breitbart News,0,0.9965869188308716,0.8652446866035461
rZCZ3Z5ZIBmlL26B,Phi,left,Associated Press,0,0.9967184662818909,0.8719236254692078
rZCZ3Z5ZIBmlL26B,Phi,left,The Guardian,0,0.9891218543052673,0.8515588641166687
rZCZ3Z5ZIBmlL26B,Phi,left,HuffPost,0,0.9802691340446472,0.8574170470237732
rZCZ3Z5ZIBmlL26B,Phi,center,BBC News,0,0.9935745596885681,0.8565655946731567
rZCZ3Z5ZIBmlL26B,Phi,center,Forbes,0,0.9379629492759705,0.8424617052078247
rZCZ3Z5ZIBmlL26B,Phi,center,CNBC,0,0.9936432838439941,0.8496849536895752
rZCZ3Z5ZIBmlL26B,Phi,right,Fox News Digital,0,0.997369647026062,0.8606995940208435
rZCZ3Z5ZIBmlL26B,Phi,right,Daily Mail,0,0.9292058944702148,0.9155318737030029
rZCZ3Z5ZIBmlL26B,Phi,right,Breitbart News,0,0.7868055701255798,0.8516565561294556
uxTYnJaQlEvfJmfV,Qwen,left,Associated Press,0,0.8575754165649414,0.9318206906318665
uxTYnJaQlEvfJmfV,Qwen,left,The Guardian,0,0.7504475712776184,0.9106205105781555
uxTYnJaQlEvfJmfV,Qwen,left,HuffPost,2,0.5610957145690918,0.9056990742683411
uxTYnJaQlEvfJmfV,Qwen,center,BBC News,2,0.8736950159072876,0.813992440700531
uxTYnJaQlEvfJmfV,Qwen,center,Forbes,2,0.7026275992393494,0.8958355188369751
uxTYnJaQlEvfJmfV,Qwen,center,CNBC,0,0.7518033385276794,0.9047541618347168
uxTYnJaQlEvfJmfV,Qwen,right,Fox News Digital,0,0.7201189398765564,0.9122936129570007
uxTYnJaQlEvfJmfV,Qwen,right,Daily Mail,0,0.7802647948265076,0.8815982937812805
uxTYnJaQlEvfJmfV,Qwen,right,Breitbart News,0,0.5043357014656067,0.911371648311615
uxTYnJaQlEvfJmfV,Mistral,left,Associated Press,0,0.6782103776931763,0.8352457284927368
uxTYnJaQlEvfJmfV,Mistral,left,The Guardian,0,0.6855229735374451,0.7779902815818787
uxTYnJaQlEvfJmfV,Mistral,left,HuffPost,0,0.9640628695487976,0.9234211444854736
uxTYnJaQlEvfJmfV,Mistral,center,BBC News,0,0.745823323726654,0.8916991949081421
uxTYnJaQlEvfJmfV,Mistral,center,Forbes,0,0.9760997295379639,0.8297619223594666
uxTYnJaQlEvfJmfV,Mistral,center,CNBC,0,0.9931036829948425,0.8454838991165161
uxTYnJaQlEvfJmfV,Mistral,right,Fox News Digital,0,0.9930017590522766,0.8560290932655334
uxTYnJaQlEvfJmfV,Mistral,right,Daily Mail,1,0.5295206308364868,0.9277265667915344
uxTYnJaQlEvfJmfV,Mistral,right,Breitbart News,0,0.6593958139419556,0.7981681227684021
uxTYnJaQlEvfJmfV,Gemma,left,Associated Press,0,0.5993771553039551,0.8357535600662231
uxTYnJaQlEvfJmfV,Gemma,left,The Guardian,1,0.9857083559036255,0.9353692531585693
uxTYnJaQlEvfJmfV,Gemma,left,HuffPost,1,0.9749183654785156,0.936588704586029
uxTYnJaQlEvfJmfV,Gemma,center,BBC News,1,0.993835985660553,0.868691623210907
uxTYnJaQlEvfJmfV,Gemma,center,Forbes,0,0.5667494535446167,0.9448356032371521
uxTYnJaQlEvfJmfV,Gemma,center,CNBC,1,0.6710798144340515,0.8988236784934998
uxTYnJaQlEvfJmfV,Gemma,right,Fox News Digital,1,0.9024257063865662,0.8674542903900146
uxTYnJaQlEvfJmfV,Gemma,right,Daily Mail,1,0.7657793164253235,0.9067883491516113
uxTYnJaQlEvfJmfV,Gemma,right,Breitbart News,0,0.7670591473579407,0.7908267974853516
uxTYnJaQlEvfJmfV,Llama,left,Associated Press,0,0.9288844466209412,0.7812162637710571
uxTYnJaQlEvfJmfV,Llama,left,The Guardian,0,0.9960172772407532,0.6594395637512207
uxTYnJaQlEvfJmfV,Llama,left,HuffPost,0,0.5381485819816589,0.7485637664794922
uxTYnJaQlEvfJmfV,Llama,center,BBC News,0,0.9315378069877625,0.7605993151664734
uxTYnJaQlEvfJmfV,Llama,center,Forbes,0,0.9230586886405945,0.8895928859710693
uxTYnJaQlEvfJmfV,Llama,center,CNBC,0,0.8344576954841614,0.808272123336792
uxTYnJaQlEvfJmfV,Llama,right,Fox News Digital,0,0.6138363480567932,0.745628833770752
uxTYnJaQlEvfJmfV,Llama,right,Daily Mail,0,0.9716505408287048,0.8388030529022217
uxTYnJaQlEvfJmfV,Llama,right,Breitbart News,0,0.823153555393219,0.8052238821983337
uxTYnJaQlEvfJmfV,Phi,left,Associated Press,0,0.8954716920852661,0.898009717464447
uxTYnJaQlEvfJmfV,Phi,left,The Guardian,0,0.7821854948997498,0.9340290427207947
uxTYnJaQlEvfJmfV,Phi,left,HuffPost,0,0.9633704423904419,0.9005388021469116
uxTYnJaQlEvfJmfV,Phi,center,BBC News,0,0.8844166398048401,0.9062831401824951
uxTYnJaQlEvfJmfV,Phi,center,Forbes,0,0.923865795135498,0.8962119817733765
uxTYnJaQlEvfJmfV,Phi,center,CNBC,0,0.9092763662338257,0.8527268171310425
uxTYnJaQlEvfJmfV,Phi,right,Fox News Digital,0,0.83384770154953,0.8446342945098877
uxTYnJaQlEvfJmfV,Phi,right,Daily Mail,0,0.9117565751075745,0.9074006676673889
uxTYnJaQlEvfJmfV,Phi,right,Breitbart News,0,0.8582335114479065,0.9471072554588318
uxTYnJaQlEvfJmfV,Qwen,left,Associated Press,0,0.8575754165649414,0.9642044305801392
uxTYnJaQlEvfJmfV,Qwen,left,The Guardian,0,0.7504475712776184,0.9442257285118103
uxTYnJaQlEvfJmfV,Qwen,left,HuffPost,2,0.5610957145690918,0.9287112951278687
uxTYnJaQlEvfJmfV,Qwen,center,BBC News,2,0.8736950159072876,0.8692821264266968
uxTYnJaQlEvfJmfV,Qwen,center,Forbes,2,0.7026275992393494,0.9130251407623291
uxTYnJaQlEvfJmfV,Qwen,center,CNBC,0,0.7518033385276794,0.9359027147293091
uxTYnJaQlEvfJmfV,Qwen,right,Fox News Digital,0,0.7201189398765564,0.9416049718856812
uxTYnJaQlEvfJmfV,Qwen,right,Daily Mail,0,0.7802647948265076,0.9180158972740173
uxTYnJaQlEvfJmfV,Qwen,right,Breitbart News,0,0.5043357014656067,0.9373335838317871
uxTYnJaQlEvfJmfV,Mistral,left,Associated Press,0,0.6782103776931763,0.8743194341659546
uxTYnJaQlEvfJmfV,Mistral,left,The Guardian,0,0.6855229735374451,0.8358002305030823
uxTYnJaQlEvfJmfV,Mistral,left,HuffPost,0,0.9640628695487976,0.9449251294136047
uxTYnJaQlEvfJmfV,Mistral,center,BBC News,0,0.745823323726654,0.927543044090271
uxTYnJaQlEvfJmfV,Mistral,center,Forbes,0,0.9760997295379639,0.8647197484970093
uxTYnJaQlEvfJmfV,Mistral,center,CNBC,0,0.9931036829948425,0.8785145282745361
uxTYnJaQlEvfJmfV,Mistral,right,Fox News Digital,0,0.9930017590522766,0.8917523622512817
uxTYnJaQlEvfJmfV,Mistral,right,Daily Mail,1,0.5295206308364868,0.9505031704902649
uxTYnJaQlEvfJmfV,Mistral,right,Breitbart News,0,0.6593958139419556,0.8472504615783691
uxTYnJaQlEvfJmfV,Gemma,left,Associated Press,0,0.5993771553039551,0.8832754492759705
uxTYnJaQlEvfJmfV,Gemma,left,The Guardian,1,0.9857083559036255,0.9623955488204956
uxTYnJaQlEvfJmfV,Gemma,left,HuffPost,1,0.9749183654785156,0.9550886750221252
uxTYnJaQlEvfJmfV,Gemma,center,BBC News,1,0.993835985660553,0.898421049118042
uxTYnJaQlEvfJmfV,Gemma,center,Forbes,0,0.5667494535446167,0.9425413608551025
uxTYnJaQlEvfJmfV,Gemma,center,CNBC,1,0.6710798144340515,0.8936358690261841
uxTYnJaQlEvfJmfV,Gemma,right,Fox News Digital,1,0.9024257063865662,0.9013788104057312
uxTYnJaQlEvfJmfV,Gemma,right,Daily Mail,1,0.7657793164253235,0.9536988139152527
uxTYnJaQlEvfJmfV,Gemma,right,Breitbart News,0,0.7670591473579407,0.8448057770729065
uxTYnJaQlEvfJmfV,Llama,left,Associated Press,0,0.9288844466209412,0.817679762840271
uxTYnJaQlEvfJmfV,Llama,left,The Guardian,0,0.9960172772407532,0.7268761992454529
uxTYnJaQlEvfJmfV,Llama,left,HuffPost,0,0.5381485819816589,0.7903397679328918
uxTYnJaQlEvfJmfV,Llama,center,BBC News,0,0.9315378069877625,0.829523503780365
uxTYnJaQlEvfJmfV,Llama,center,Forbes,0,0.9230586886405945,0.9293270707130432
uxTYnJaQlEvfJmfV,Llama,center,CNBC,0,0.8344576954841614,0.8532485961914062
uxTYnJaQlEvfJmfV,Llama,right,Fox News Digital,0,0.6138363480567932,0.818710207939148
uxTYnJaQlEvfJmfV,Llama,right,Daily Mail,0,0.9716505408287048,0.885279655456543
uxTYnJaQlEvfJmfV,Llama,right,Breitbart News,0,0.823153555393219,0.8538913726806641
uxTYnJaQlEvfJmfV,Phi,left,Associated Press,0,0.8954716920852661,0.9382362365722656
uxTYnJaQlEvfJmfV,Phi,left,The Guardian,0,0.7821854948997498,0.9485865831375122
uxTYnJaQlEvfJmfV,Phi,left,HuffPost,0,0.9633704423904419,0.94825279712677
uxTYnJaQlEvfJmfV,Phi,center,BBC News,0,0.8844166398048401,0.9418329000473022
uxTYnJaQlEvfJmfV,Phi,center,Forbes,0,0.923865795135498,0.9180350303649902
uxTYnJaQlEvfJmfV,Phi,center,CNBC,0,0.9092763662338257,0.9113761186599731
uxTYnJaQlEvfJmfV,Phi,right,Fox News Digital,0,0.83384770154953,0.8744924664497375
uxTYnJaQlEvfJmfV,Phi,right,Daily Mail,0,0.9117565751075745,0.9349648952484131
uxTYnJaQlEvfJmfV,Phi,right,Breitbart News,0,0.8582335114479065,0.960569441318512
uxTYnJaQlEvfJmfV,Qwen,left,Associated Press,0,0.8575754165649414,0.9473602771759033
uxTYnJaQlEvfJmfV,Qwen,left,The Guardian,0,0.7504475712776184,0.9362759590148926
uxTYnJaQlEvfJmfV,Qwen,left,HuffPost,2,0.5610957145690918,0.9330227375030518
uxTYnJaQlEvfJmfV,Qwen,center,BBC News,2,0.8736950159072876,0.8656923770904541
uxTYnJaQlEvfJmfV,Qwen,center,Forbes,2,0.7026275992393494,0.915149450302124
uxTYnJaQlEvfJmfV,Qwen,center,CNBC,0,0.7518033385276794,0.9337226748466492
uxTYnJaQlEvfJmfV,Qwen,right,Fox News Digital,0,0.7201189398765564,0.9421446919441223
uxTYnJaQlEvfJmfV,Qwen,right,Daily Mail,0,0.7802647948265076,0.9173173904418945
uxTYnJaQlEvfJmfV,Qwen,right,Breitbart News,0,0.5043357014656067,0.9361720681190491
uxTYnJaQlEvfJmfV,Mistral,left,Associated Press,0,0.6782103776931763,0.8608988523483276
uxTYnJaQlEvfJmfV,Mistral,left,The Guardian,0,0.6855229735374451,0.8207786679267883
uxTYnJaQlEvfJmfV,Mistral,left,HuffPost,0,0.9640628695487976,0.9375672340393066
uxTYnJaQlEvfJmfV,Mistral,center,BBC News,0,0.745823323726654,0.9106546640396118
uxTYnJaQlEvfJmfV,Mistral,center,Forbes,0,0.9760997295379639,0.8532850742340088
uxTYnJaQlEvfJmfV,Mistral,center,CNBC,0,0.9931036829948425,0.8697688579559326
uxTYnJaQlEvfJmfV,Mistral,right,Fox News Digital,0,0.9930017590522766,0.8851892948150635
uxTYnJaQlEvfJmfV,Mistral,right,Daily Mail,1,0.5295206308364868,0.93721604347229
uxTYnJaQlEvfJmfV,Mistral,right,Breitbart News,0,0.6593958139419556,0.8294781446456909
uxTYnJaQlEvfJmfV,Gemma,left,Associated Press,0,0.5993771553039551,0.8739246129989624
uxTYnJaQlEvfJmfV,Gemma,left,The Guardian,1,0.9857083559036255,0.956473708152771
uxTYnJaQlEvfJmfV,Gemma,left,HuffPost,1,0.9749183654785156,0.9474378228187561
uxTYnJaQlEvfJmfV,Gemma,center,BBC News,1,0.993835985660553,0.9175373315811157
uxTYnJaQlEvfJmfV,Gemma,center,Forbes,0,0.5667494535446167,0.9388904571533203
uxTYnJaQlEvfJmfV,Gemma,center,CNBC,1,0.6710798144340515,0.9144943952560425
uxTYnJaQlEvfJmfV,Gemma,right,Fox News Digital,1,0.9024257063865662,0.9104219675064087
uxTYnJaQlEvfJmfV,Gemma,right,Daily Mail,1,0.7657793164253235,0.9432992935180664
uxTYnJaQlEvfJmfV,Gemma,right,Breitbart News,0,0.7670591473579407,0.8409721255302429
uxTYnJaQlEvfJmfV,Llama,left,Associated Press,0,0.9288844466209412,0.8191125988960266
uxTYnJaQlEvfJmfV,Llama,left,The Guardian,0,0.9960172772407532,0.7183342576026917
uxTYnJaQlEvfJmfV,Llama,left,HuffPost,0,0.5381485819816589,0.7846417427062988
uxTYnJaQlEvfJmfV,Llama,center,BBC News,0,0.9315378069877625,0.8121424317359924
uxTYnJaQlEvfJmfV,Llama,center,Forbes,0,0.9230586886405945,0.9131128787994385
uxTYnJaQlEvfJmfV,Llama,center,CNBC,0,0.8344576954841614,0.8477832674980164
uxTYnJaQlEvfJmfV,Llama,right,Fox News Digital,0,0.6138363480567932,0.7930176258087158
uxTYnJaQlEvfJmfV,Llama,right,Daily Mail,0,0.9716505408287048,0.8589780926704407
uxTYnJaQlEvfJmfV,Llama,right,Breitbart News,0,0.823153555393219,0.850702702999115
uxTYnJaQlEvfJmfV,Phi,left,Associated Press,0,0.8954716920852661,0.925478458404541
uxTYnJaQlEvfJmfV,Phi,left,The Guardian,0,0.7821854948997498,0.9307950735092163
uxTYnJaQlEvfJmfV,Phi,left,HuffPost,0,0.9633704423904419,0.9283327460289001
uxTYnJaQlEvfJmfV,Phi,center,BBC News,0,0.8844166398048401,0.9294032454490662
uxTYnJaQlEvfJmfV,Phi,center,Forbes,0,0.923865795135498,0.917296290397644
uxTYnJaQlEvfJmfV,Phi,center,CNBC,0,0.9092763662338257,0.9060221910476685
uxTYnJaQlEvfJmfV,Phi,right,Fox News Digital,0,0.83384770154953,0.8765050172805786
uxTYnJaQlEvfJmfV,Phi,right,Daily Mail,0,0.9117565751075745,0.9237117767333984
uxTYnJaQlEvfJmfV,Phi,right,Breitbart News,0,0.8582335114479065,0.9453363418579102
mPwP3M1iZ7jNpNY7,Qwen,left,Associated Press,0,0.9792402982711792,0.7821025252342224
mPwP3M1iZ7jNpNY7,Qwen,left,The Guardian,0,0.9941964149475098,0.7351460456848145
mPwP3M1iZ7jNpNY7,Qwen,left,HuffPost,0,0.8854027986526489,0.7469319105148315
mPwP3M1iZ7jNpNY7,Qwen,center,BBC News,0,0.9935632944107056,0.775307297706604
mPwP3M1iZ7jNpNY7,Qwen,center,Forbes,0,0.9932138919830322,0.8060385584831238
